name,plot_id,species,live_status,ht_class,notes
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,5 - (101-DBH; 137cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,5 - (101-DBH; 137cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,5 - (101-DBH; 137cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,5 - (101-DBH; 137cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,5 - (101-DBH; 137cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,5 - (101-DBH; 137cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,5 - (101-DBH; 137cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,2 - (16-30cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,5 - (101-DBH; 137cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,5 - (101-DBH; 137cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,5 - (101-DBH; 137cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,2 - (16-30cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,PILA,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,2 - (16-30cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,2 - (16-30cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,1 - (0-15cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,PILA,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,1 - (0-15cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,1 - (0-15cm),NA
regen_table_lil11nov,EAFR-RX-17,ABCO,Live,4 - (61-100cm),NA
regen_table_lil11nov,EAFR-RX-17,NA,NA,NA,NA
regen_table_lil11nov,EAFR-RX-06,ABCO,Live,3 - (31-60cm),1
regen_table_lil11nov,EAFR-RX-06,CADE,Live,1 - (0-15cm),9
regen_table_lil11nov,EAFR-RX-06,CADE,Dead,1 - (0-15cm),1
regen_table_lil11nov,EAFR-RX-06,PILA,Live,1 - (0-15cm),1
regen_table_lil11nov,EAFR-RX-06,PILA,Live,2 - (16-30cm),1
regen_table_lil11nov,EAFR-RX-12,ABCO,Live,1 - (0-15cm),NA
regen_table_lil11nov,EAFR-RX-12,ABCO,Live,2 - (16-30cm),4
regen_table_lil11nov,EAFR-RX-12,ABCO,Live,3 - (31-60cm),28
regen_table_lil11nov,EAFR-RX-12,ABCO,Live,4 - (61-100cm),60
regen_table_lil11nov,EAFR-RX-12,ABCO,Live,5 - (101-DBH; 137cm),23
regen_table_lil11nov,EAFR-RX-12,PILA,Live,2 - (16-30cm),NA
regen_table_lil11nov,EAFR-RX-12,ABCO,Dead,2 - (16-30cm),NA
regen_table_lil11nov,EAFR-RX-12,ABCO,Dead,3 - (31-60cm),NA
regen_table_lil11nov,EAFR-RX-12,ABCO,Dead,4 - (61-100cm),6
regen_table_lil11nov,EAFR-RX-12,CADE,Live,5 - (101-DBH; 137cm),NA
regen_table_lil11nov,EAFR-RX-12,NA,NA,NA,NA
regen_table_lil11nov,SECR-PILE-03,ABCO,Live,5 - (101-DBH; 137cm),1
regen_table_lil11nov,SECR-PILE-03,ABCO,Live,2 - (16-30cm),4
regen_table_lil11nov,SECR-PILE-03,ABCO,Live,3 - (31-60cm),1
regen_table_lil11nov,SECR-PILE-03,PILA,Live,4 - (61-100cm),1
regen_table_lil11nov,SECR-PILE-03,PILA,Live,5 - (101-DBH; 137cm),1
regen_table_lil11nov,SECR-PILE-03,QUKE,Live,2 - (16-30cm),2
regen_table_lil11nov,SECR-PILE-03,QUKE,Live,1 - (0-15cm),4
regen_table_lil11nov,SECR-PILE-03,QUCH,Live,2 - (16-30cm),1
regen_table_lil11nov,SECR-PILE-04,SEGI,Live,4 - (61-100cm),SAD
regen_table_lil11nov,SECR-PILE-04,SEGI,Dead,3 - (31-60cm),NA
regen_table_lil11nov,SECR-PILE-04,SEGI,Live,2 - (16-30cm),7
regen_table_lil11nov,SECR-PILE-04,PILA,Live,1 - (0-15cm),NA
regen_table_lil11nov,SECR-PILE-04,SEGI,Live,4 - (61-100cm),"SAD, DeadTop"
regen_table_lil11nov,SECR-PILE-04,SEGI,Live,4 - (61-100cm),SAD
regen_table_lil11nov,SECR-PILE-04,SEGI,Live,4 - (61-100cm),SAD
regen_table_lil11nov,SECR-PILE-04,SEGI,Live,4 - (61-100cm),SAD
regen_table_lil11nov,SECR-PILE-04,SEGI,Live,3 - (31-60cm),60
regen_table_lil11nov,SECR-PILE-04,SEGI,Live,1 - (0-15cm),NA
regen_table_lil11nov,SECR-PILE-04,ABCO,Live,3 - (31-60cm),4
regen_table_lil11nov,SECR-PILE-04,PILA,Dead,4 - (61-100cm),NA
regen_table_lil11nov,SECR-PILE-04,SEGI,Live,4 - (61-100cm),81
regen_table_lil11nov,SECR-PILE-04,SEGI,Live,5 - (101-DBH; 137cm),29
regen_table_lil11nov,SECR-PILE-04,ABCO,Live,5 - (101-DBH; 137cm),2
regen_table_lil11nov,SECR-PILE-04,ABCO,Live,4 - (61-100cm),NA
regen_table_lil11nov,SECR-PILE-04,CADE,Live,4 - (61-100cm),2
regen_table_lil11nov,SECR-PILE-04,SEGI,Live,2 - (16-30cm),DeadTop
regen_table_lil11nov,SECR-PILE-04,PILA,Live,5 - (101-DBH; 137cm),NA
regen_table_lil11nov,SECR-PILE-04,SEGI,Dead,3 - (31-60cm),2
regen_table_lil11nov,SECR-PILE-04,SEGI,Live,4 - (61-100cm),"SAD, 5"
regen_table_lil11nov,SECR-PILE-04,SEGI,Live,4 - (61-100cm),"SAD, DeadTop"
regen_table_lil11nov,SECR-PILE-04,NA,NA,NA,NA
regen_table_lil11nov,SECR-PILE-04,NA,NA,NA,NA
regen_table_lil11nov,SECR-PILE-04,NA,NA,NA,NA
regen_table_lil11nov,SECR-PILE-04,NA,NA,NA,NA
regen_table_lil11nov,SECR-PILE-04,NA,NA,NA,NA
regen_table_lil11nov,SECR-PILE-04,NA,NA,NA,NA
regen_table_lil11nov,SECR-PILE-04,NA,NA,NA,NA
regen_table_lil11nov,SECR-PILE-04,NA,NA,NA,NA
regen_table_lil11nov,SECR-PILE-04,NA,NA,NA,NA
regen_table_lil11nov,SECR-PILE-04,NA,NA,NA,NA
regen_table_lil11nov,SECR-PILE-04,NA,NA,NA,NA
regen_table_lil11nov,SECR-PILE-04,NA,NA,NA,NA
regen_table_lil11nov,SECR-PILE-04,NA,NA,NA,NA
regen_table_lil11nov,SECR-PILE-04,NA,NA,NA,NA
regen_table_lil11nov,SECR-PILE-02,ABCO,Live,1 - (0-15cm),12
regen_table_lil11nov,SECR-PILE-02,CADE,Live,2 - (16-30cm),1
regen_table_lil11nov,SECR-PILE-02,ABCO,Live,2 - (16-30cm),6
regen_table_lil11nov,SECR-PILE-02,ABCO,Live,3 - (31-60cm),6
regen_table_lil11nov,SECR-PILE-02,ABCO,Dead,2 - (16-30cm),1
regen_table_lil11nov,SECR-PILE-02,ABCO,Live,3 - (31-60cm),1 (SAD)
regen_table_lil11nov,SECR-PILE-02,ABCO,Dead,3 - (31-60cm),1
regen_table_lil11nov,SECR-THIN-03,PILA,Live,2 - (16-30cm),NA
regen_table_lil11nov,SECR-THIN-03,NONE,Live,2 - (16-30cm),CONU
regen_table_lil11nov,SECR-THIN-03,NONE,Live,2 - (16-30cm),CONU
regen_table_lil11nov,SECR-THIN-03,PILA,Live,2 - (16-30cm),NA
regen_table_lil11nov,SECR-THIN-04,PILA,Live,3 - (31-60cm),1
regen_table_lil11nov,SECR-THIN-04,PILA,Live,4 - (61-100cm),2
regen_table_lil11nov,SECR-THIN-04,CADE,Live,1 - (0-15cm),1
regen_table_lil11nov,SECR-THIN-04,CADE,Live,3 - (31-60cm),IGNORE
regen_table_lil11nov,SECR-THIN-04,PIPO,Live,4 - (61-100cm),1
regen_table_lil11nov,SECR-THIN-04,SEGI,Live,3 - (31-60cm),2
regen_table_lil11nov,SECR-THIN-04,ABCO,Live,2 - (16-30cm),1
regen_table_lil11nov,SECR-THIN-04,PILA,Live,3 - (31-60cm),1
regen_table_lil11nov,SECR-THIN-04,ABCO,Live,1 - (0-15cm),1
regen_table_lil11nov,SECR-THIN-04,ABCO,Dead,1 - (0-15cm),1
regen_table_lil11nov,SECR-THIN-04,ABCO,Live,2 - (16-30cm),1
regen_table_lil11nov,SECR-THIN-04,PIPO,Live,3 - (31-60cm),1
regen_table_lil11nov,SECR-THIN-04,ABCO,Live,2 - (16-30cm),1
regen_table_lil11nov,SECR-THIN-04,PILA,Live,3 - (31-60cm),1
regen_table_lil11nov,SECR-THIN-04,SEGI,Live,4 - (61-100cm),1
regen_table_lil11nov,SECR-THIN-04,PILA,Live,2 - (16-30cm),1
regen_table_lil11nov,SECR-THIN-04,CADE,Live,4 - (61-100cm),1
regen_table_lil11nov,SECR-THIN-04,CADE,Live,3 - (31-60cm),1
regen_table_lil11nov,SECR-THIN-04,CADE,Live,2 - (16-30cm),2
regen_table_lil11nov,SECR-THIN-04,ABCO,Live,1 - (0-15cm),1
regen_table_lil11nov,SECR-THIN-04,PILA,Live,3 - (31-60cm),1
regen_table_lil11nov,SECR-THIN-04,PILA,Live,2 - (16-30cm),2
regen_table_lil11nov,SECR-THIN-04,ABCO,Live,1 - (0-15cm),1
regen_table_lil11nov,SECR-THIN-04,PIJE,Live,1 - (0-15cm),1
regen_table_lil11nov,SECR-THIN-05,PIPO,Live,4 - (61-100cm),NA
regen_table_lil11nov,SECR-THIN-05,CADE,Live,1 - (0-15cm),4
regen_table_lil11nov,SECR-THIN-05,ABCO,Live,3 - (31-60cm),NA
regen_table_lil11nov,SECR-THIN-05,PILA,Live,3 - (31-60cm),NA
regen_table_lil11nov,SECR-THIN-05,PILA,Live,1 - (0-15cm),NA
regen_table_lil11nov,SECR-THIN-05,ABCO,Live,1 - (0-15cm),NA
regen_table_lil11nov,SECR-THIN-01,ABCO,Live,1 - (0-15cm),4
regen_table_lil11nov,SECR-THIN-01,PILA,Live,2 - (16-30cm),1
regen_table_lil11nov,SECR-THIN-01,PILA,Live,1 - (0-15cm),1
regen_table_lil11nov,SECR-THIN-01,NONE,Live,3 - (31-60cm),2 (CONU)
regen_table_lil11nov,SECR-THIN-01,NONE,Live,2 - (16-30cm),1 (CONU)
regen_table_lil11nov,SECR-THIN-01,NONE,Live,4 - (61-100cm),1 (CONU)
regen_table_lil11nov,EAFR-RX-23,CADE,Live,3 - (31-60cm),9
regen_table_lil11nov,EAFR-RX-23,CADE,Live,4 - (61-100cm),1
regen_table_lil11nov,EAFR-RX-23,SEGI,Dead,3 - (31-60cm),3
regen_table_lil11nov,EAFR-RX-23,CADE,Live,2 - (16-30cm),1
regen_table_lil11nov,EAFR-RX-23,PIPO,Live,3 - (31-60cm),1
regen_table_lil11nov,EAFR-RX-23,CADE,Live,4 - (61-100cm),2
regen_table_lil11nov,EAFR-RX-23,ABCO,Live,3 - (31-60cm),2
regen_table_lil11nov,EAFR-RX-23,CADE,Live,3 - (31-60cm),3
regen_table_lil11nov,EAFR-RX-23,CADE,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-23,ABCO,Live,4 - (61-100cm),1
regen_table_lil11nov,EAFR-RX-18,ABCO,Live,5 - (101-DBH; 137cm),1
regen_table_lil11nov,EAFR-RX-18,ABCO,Live,2 - (16-30cm),3
regen_table_lil11nov,EAFR-RX-18,ABCO,Live,1 - (0-15cm),1
regen_table_lil11nov,EAFR-RX-18,ABCO,Live,3 - (31-60cm),6
regen_table_lil11nov,EAFR-RX-14,NONE,NA,NA,NA
regen_table_lil11nov,EAFR-RX-15,ABCO,Live,2 - (16-30cm),2
regen_table_lil11nov,EAFR-RX-15,ABCO,Live,3 - (31-60cm),2
regen_table_lil11nov,EAFR-RX-15,ABCO,Live,4 - (61-100cm),3
regen_table_lil11nov,EAFR-RX-15,ABCO,Live,5 - (101-DBH; 137cm),1
regen_table_lil11nov,EAFR-RX-09,ABCO,Live,1 - (0-15cm),3
regen_table_lil11nov,EAFR-RX-05,ABCO,Live,1 - (0-15cm),3
regen_table_lil11nov,EAFR-RX-05,ABCO,Live,3 - (31-60cm),8
regen_table_lil11nov,EAFR-RX-05,QUKE,Live,3 - (31-60cm),3
regen_table_lil11nov,EAFR-RX-05,ABCO,Live,2 - (16-30cm),7
regen_table_lil11nov,EAFR-RX-05,PILA,Live,2 - (16-30cm),3
regen_table_lil11nov,EAFR-RX-05,ABCO,Live,5 - (101-DBH; 137cm),1
regen_table_lil11nov,EAFR-RX-05,PILA,Live,1 - (0-15cm),1
regen_table_lil11nov,EAFR-RX-05,QUKE,Live,1 - (0-15cm),2
regen_table_lil11nov,EAFR-RX-05,ABCO,Live,4 - (61-100cm),2
regen_table_lil11nov,EAFR-RX-05,QUKE,Live,5 - (101-DBH; 137cm),1
regen_table_lil11nov,EAFR-RX-29,ABCO,Live,4 - (61-100cm),82
regen_table_lil11nov,EAFR-RX-29,ABCO,Live,3 - (31-60cm),20
regen_table_lil11nov,EAFR-RX-29,ABCO,Live,5 - (101-DBH; 137cm),62
regen_table_lil11nov,EAFR-RX-29,ABCO,Live,2 - (16-30cm),6
regen_table_lil11nov,EAFR-RX-29,PILA,Live,5 - (101-DBH; 137cm),1
regen_table_lil11nov,EAFR-RX-29,PILA,Live,4 - (61-100cm),1
regen_table_lil11nov,EAFR-RX-29,ABCO,Live,1 - (0-15cm),1
regen_table_lil11nov,REME-THIN-14,QUKE,Dead,1 - (0-15cm),1
regen_table_lil11nov,REME-THIN-14,QUKE,Live,3 - (31-60cm),3
regen_table_lil11nov,REME-THIN-14,QUKE,Live,4 - (61-100cm),4
regen_table_lil11nov,REME-THIN-14,QUKE,Live,1 - (0-15cm),1
regen_table_lil11nov,REME-THIN-14,CADE,Dead,1 - (0-15cm),1
regen_table_lil11nov,REME-THIN-14,ABCO,Live,1 - (0-15cm),1
regen_table_lil11nov,REME-THIN-14,CADE,Live,3 - (31-60cm),3
regen_table_lil17nov,REME-THIN-14,QUKE,Dead,1 - (0-15cm),1
regen_table_lil17nov,REME-THIN-14,QUKE,Live,3 - (31-60cm),3
regen_table_lil17nov,REME-THIN-14,QUKE,Live,4 - (61-100cm),4
regen_table_lil17nov,REME-THIN-14,QUKE,Live,1 - (0-15cm),1
regen_table_lil17nov,REME-THIN-14,CADE,Dead,1 - (0-15cm),1
regen_table_lil17nov,REME-THIN-14,ABCO,Live,1 - (0-15cm),1
regen_table_lil17nov,REME-THIN-14,CADE,Live,3 - (31-60cm),3
regen_table_lil17nov,REMO-PLANT-45,SEGI,Live,3 - (31-60cm),67
regen_table_lil17nov,REMO-PLANT-45,SEGI,Live,4 - (61-100cm),64
regen_table_lil17nov,REMO-PLANT-45,SEGI,Live,1 - (0-15cm),28
regen_table_lil17nov,REMO-PLANT-45,SEGI,Live,2 - (16-30cm),36
regen_table_lil17nov,REMO-PLANT-45,SEGI,Live,1 - (0-15cm),"PLANTED, 5"
regen_table_lil17nov,REMO-PLANT-45,SEGI,Live,2 - (16-30cm),"PLANTED, 18"
regen_table_lil17nov,REMO-PLANT-45,SEGI,Live,5 - (101-DBH; 137cm),9
regen_table_lil17nov,REMO-PLANT-45,SEGI,Live,3 - (31-60cm),"PLANTED, 3"
regen_table_lil17nov,REMO-PLANT-45,PIPO,Live,3 - (31-60cm),"2, PIPOJE"
regen_table_lil17nov,REMO-PLANT-45,SEGI,Dead,1 - (0-15cm),10
regen_table_lil17nov,REMO-PLANT-45,SEGI,Dead,3 - (31-60cm),1
regen_table_lil17nov,REMO-PLANT-45,SEGI,Dead,1 - (0-15cm),"PLANTED, 4"
regen_table_lil17nov,REMO-PLANT-45,SEGI,Dead,2 - (16-30cm),3
regen_table_lil17nov,REME-THIN-26,QUKE,Live,1 - (0-15cm),1
regen_table_lil17nov,REME-THIN-26,QUKE,Live,2 - (16-30cm),6
regen_table_lil17nov,REME-THIN-26,QUKE,Live,3 - (31-60cm),11
regen_table_lil17nov,REME-THIN-26,QUKE,Live,4 - (61-100cm),7
regen_table_lil17nov,REME-THIN-11,QUKE,Live,1 - (0-15cm),3
regen_table_lil17nov,REME-THIN-11,QUKE,Live,2 - (16-30cm),84
regen_table_lil17nov,REME-THIN-11,QUKE,Live,3 - (31-60cm),276
regen_table_lil17nov,REME-THIN-11,QUKE,Live,4 - (61-100cm),4
regen_table_lil17nov,REME-THIN-11,CADE,Live,1 - (0-15cm),5
regen_table_lil17nov,REME-THIN-11,CADE,Dead,2 - (16-30cm),1
regen_table_lil17nov,REME-THIN-11,ABCO,Live,1 - (0-15cm),3
regen_table_lil17nov,REME-THIN-11,QUKE,Dead,3 - (31-60cm),9
regen_table_lil17nov,REME-THIN-23,CADE,Dead,1 - (0-15cm),2
regen_table_lil17nov,REME-THIN-23,CADE,Dead,2 - (16-30cm),3
regen_table_lil17nov,REME-THIN-23,CADE,Dead,3 - (31-60cm),18
regen_table_lil17nov,REME-THIN-23,CADE,Dead,4 - (61-100cm),6
regen_table_lil17nov,REME-THIN-23,CADE,Dead,5 - (101-DBH; 137cm),5
regen_table_lil17nov,REME-THIN-23,CADE,Live,1 - (0-15cm),12
regen_table_lil17nov,REME-THIN-23,CADE,Live,3 - (31-60cm),4
regen_table_lil17nov,REME-THIN-23,ABCO,Dead,2 - (16-30cm),4
regen_table_lil17nov,REME-THIN-23,ABCO,Dead,3 - (31-60cm),7
regen_table_lil17nov,REME-THIN-23,ABCO,Dead,4 - (61-100cm),14
regen_table_lil17nov,REME-THIN-23,ABCO,Dead,5 - (101-DBH; 137cm),6
regen_table_lil17nov,REME-THIN-23,QUKE,Live,1 - (0-15cm),5
regen_table_lil17nov,REME-THIN-23,QUKE,Live,2 - (16-30cm),2
regen_table_lil17nov,REME-THIN-23,PIPO,Dead,3 - (31-60cm),1
regen_table_lil17nov,REME-THIN-10,SEGI,Live,1 - (0-15cm),91
regen_table_lil17nov,REME-THIN-10,CADE,Live,1 - (0-15cm),1
regen_table_lil17nov,REME-THIN-10,ABCO,Dead,3 - (31-60cm),3
regen_table_lil17nov,REME-THIN-10,ABCO,Dead,4 - (61-100cm),3
regen_table_lil17nov,REME-THIN-10,PILA,Dead,3 - (31-60cm),2
regen_table_lil17nov,REME-THIN-25,SEGI,Live,NA,1760
regen_table_lil17nov,REME-THIN-25,SEGI,Dead,NA,156
regen_table_lil17nov,REME-THIN-18,QUKE,Live,3 - (31-60cm),1
regen_table_lil17nov,REME-THIN-18,QUCH,Live,1 - (0-15cm),6
regen_table_lil17nov,REME-THIN-18,SEGI,Live,1 - (0-15cm),8
regen_table_lil17nov,REME-THIN-18,SEGI,Dead,1 - (0-15cm),1
regen_table_lil17nov,REME-THIN-27,CADE,Live,1 - (0-15cm),15
regen_table_lil17nov,REME-THIN-27,ABCO,Live,1 - (0-15cm),2
regen_table_lil17nov,REME-THIN-15,QUKE,Live,1 - (0-15cm),1
regen_table_lil17nov,REME-THIN-15,CADE,Dead,1 - (0-15cm),2
regen_table_lil17nov,REME-THIN-15,SEGI,Live,1 - (0-15cm),2
regen_table_lil17nov,REME-THIN-15,CADE,Live,1 - (0-15cm),1
regen_table_lil17nov,USGS-409001,SEGI,Live,1 - (0-15cm),222 - S
regen_table_lil17nov,USGS-409001,SEGI,Dead,1 - (0-15cm),3 - S
regen_table_lil17nov,USGS-409001,SEGI,Dead,1 - (0-15cm),2 - E
regen_table_lil17nov,USGS-409001,SEGI,Live,1 - (0-15cm),16 - E
regen_table_lil17nov,USGS-409001,CONU,Live,4 - (61-100cm),1 - E
regen_table_lil17nov,USGS-409001,ABCO,Live,5 - (101-DBH; 137cm),1 - W
regen_table_lil17nov,USGS-409001,SEGI,Live,1 - (0-15cm),10 - N
regen_table_lil17nov,USGS-409005,SEGI,Live,1 - (0-15cm),1 - N
regen_table_lil17nov,USGS-409005,SEGI,Live,1 - (0-15cm),1 - S
regen_table_lil17nov,USGS-409005,SEGI,Live,1 - (0-15cm),16 - E
regen_table_lil17nov,USGS-409005,SEGI,Dead,1 - (0-15cm),1 - E
regen_table_lil17nov,USGS-409003,ABCO,Dead,3 - (31-60cm),1 - N
regen_table_lil17nov,USGS-409003,ABCO,Live,3 - (31-60cm),1 - N
regen_table_lil17nov,USGS-409003,SEGI,Live,1 - (0-15cm),2 - N
regen_table_lil17nov,USGS-409003,SEGI,Live,1 - (0-15cm),6 - S
regen_table_lil17nov,USGS-409003,SEGI,Dead,1 - (0-15cm),5 - S
regen_table_lil17nov,USGS-409003,ABCO,Live,1 - (0-15cm),1 - E
regen_table_lil17nov,USGS-409003,ABCO,Live,3 - (31-60cm),20 - E
regen_table_lil17nov,USGS-409003,ABCO,Live,4 - (61-100cm),12 - E
regen_table_lil17nov,USGS-409003,ABCO,Live,5 - (101-DBH; 137cm),10 - E
regen_table_lil17nov,USGS-409003,PILA,Live,1 - (0-15cm),1 - E
regen_table_lil17nov,USGS-409003,PILA,Live,5 - (101-DBH; 137cm),2 - E
regen_table_lil17nov,USGS-409003,CADE,Live,5 - (101-DBH; 137cm),1 - E
regen_table_lil17nov,USGS-409003,SEGI,Live,1 - (0-15cm),4 - W
regen_table_lil17nov,USGS-409003,SEGI,Dead,1 - (0-15cm),7 - W
